type,rgb,rgb_x,rgb_y,nir,nir_x,nir_y
negative,00000281_co.ppm,416,160,00001253_ir.ppm,96,416
negative,00000281_co.ppm,480,160,00001055_ir.ppm,416,480
negative,00000281_co.ppm,32,224,00001047_ir.ppm,160,160
negative,00000281_co.ppm,96,224,00000376_ir.ppm,416,32
negative,00000281_co.ppm,160,224,00001226_ir.ppm,160,32
negative,00000281_co.ppm,224,224,00000305_ir.ppm,416,352
negative,00000281_co.ppm,288,224,00001009_ir.ppm,224,32
negative,00000281_co.ppm,352,224,00000305_ir.ppm,160,96
negative,00000281_co.ppm,416,224,00000083_ir.ppm,288,352
negative,00000281_co.ppm,480,224,00000981_ir.ppm,32,416
negative,00000281_co.ppm,32,288,00000745_ir.ppm,480,480
negative,00000281_co.ppm,96,288,00000772_ir.ppm,224,288
negative,00000281_co.ppm,160,288,00000033_ir.ppm,32,160
negative,00000281_co.ppm,224,288,00000307_ir.ppm,32,224
negative,00000281_co.ppm,288,288,00000281_ir.ppm,416,480
negative,00000281_co.ppm,352,288,00000287_ir.ppm,96,224
negative,00000281_co.ppm,416,288,00000874_ir.ppm,352,32
negative,00000281_co.ppm,480,288,00000119_ir.ppm,160,160
negative,00000281_co.ppm,32,352,00001110_ir.ppm,224,352
negative,00000281_co.ppm,96,352,00000202_ir.ppm,224,352
negative,00000281_co.ppm,160,352,00000305_ir.ppm,96,32
negative,00000281_co.ppm,224,352,00000145_ir.ppm,352,32
negative,00000281_co.ppm,288,352,00000145_ir.ppm,416,160
negative,00000281_co.ppm,352,352,00001060_ir.ppm,96,96
negative,00000281_co.ppm,416,352,00000201_ir.ppm,480,288
negative,00000281_co.ppm,480,352,00000509_ir.ppm,416,96
negative,00000281_co.ppm,32,416,00000884_ir.ppm,224,32
negative,00000281_co.ppm,96,416,00000697_ir.ppm,288,96
negative,00000281_co.ppm,160,416,00000819_ir.ppm,224,416
negative,00000281_co.ppm,224,416,00001095_ir.ppm,224,416
negative,00000281_co.ppm,288,416,00000372_ir.ppm,352,352
negative,00000281_co.ppm,352,416,00000629_ir.ppm,352,160
negative,00000281_co.ppm,416,416,00001011_ir.ppm,352,416
negative,00000281_co.ppm,480,416,00000824_ir.ppm,160,96
negative,00000281_co.ppm,32,480,00000287_ir.ppm,288,416
negative,00000281_co.ppm,96,480,00000989_ir.ppm,288,32
negative,00000281_co.ppm,160,480,00000588_ir.ppm,32,352
negative,00000281_co.ppm,224,480,00000934_ir.ppm,224,416
negative,00000281_co.ppm,288,480,00000052_ir.ppm,288,288
negative,00000281_co.ppm,352,480,00000578_ir.ppm,288,352
negative,00000281_co.ppm,416,480,00000697_ir.ppm,160,96
negative,00000281_co.ppm,480,480,00000659_ir.ppm,416,32
positive,00000287_co.ppm,32,32,00000287_ir.ppm,32,32
positive,00000287_co.ppm,96,32,00000287_ir.ppm,96,32
positive,00000287_co.ppm,160,32,00000287_ir.ppm,160,32
positive,00000287_co.ppm,224,32,00000287_ir.ppm,224,32
positive,00000287_co.ppm,288,32,00000287_ir.ppm,288,32
positive,00000287_co.ppm,352,32,00000287_ir.ppm,352,32
positive,00000287_co.ppm,416,32,00000287_ir.ppm,416,32
positive,00000287_co.ppm,480,32,00000287_ir.ppm,480,32
positive,00000287_co.ppm,32,96,00000287_ir.ppm,32,96
positive,00000287_co.ppm,96,96,00000287_ir.ppm,96,96
positive,00000287_co.ppm,160,96,00000287_ir.ppm,160,96
positive,00000287_co.ppm,224,96,00000287_ir.ppm,224,96
positive,00000287_co.ppm,288,96,00000287_ir.ppm,288,96
positive,00000287_co.ppm,352,96,00000287_ir.ppm,352,96
positive,00000287_co.ppm,416,96,00000287_ir.ppm,416,96
positive,00000287_co.ppm,480,96,00000287_ir.ppm,480,96
positive,00000287_co.ppm,32,160,00000287_ir.ppm,32,160
positive,00000287_co.ppm,96,160,00000287_ir.ppm,96,160
positive,00000287_co.ppm,160,160,00000287_ir.ppm,160,160
positive,00000287_co.ppm,224,160,00000287_ir.ppm,224,160
positive,00000287_co.ppm,288,160,00000287_ir.ppm,288,160
positive,00000287_co.ppm,352,160,00000287_ir.ppm,352,160
positive,00000287_co.ppm,416,160,00000287_ir.ppm,416,160
positive,00000287_co.ppm,480,160,00000287_ir.ppm,480,160
positive,00000287_co.ppm,32,224,00000287_ir.ppm,32,224
positive,00000287_co.ppm,96,224,00000287_ir.ppm,96,224
positive,00000287_co.ppm,160,224,00000287_ir.ppm,160,224
positive,00000287_co.ppm,224,224,00000287_ir.ppm,224,224
positive,00000287_co.ppm,288,224,00000287_ir.ppm,288,224
positive,00000287_co.ppm,352,224,00000287_ir.ppm,352,224
positive,00000287_co.ppm,416,224,00000287_ir.ppm,416,224
positive,00000287_co.ppm,480,224,00000287_ir.ppm,480,224
positive,00000287_co.ppm,32,288,00000287_ir.ppm,32,288
positive,00000287_co.ppm,96,288,00000287_ir.ppm,96,288
positive,00000287_co.ppm,160,288,00000287_ir.ppm,160,288
positive,00000287_co.ppm,224,288,00000287_ir.ppm,224,288
positive,00000287_co.ppm,288,288,00000287_ir.ppm,288,288
positive,00000287_co.ppm,352,288,00000287_ir.ppm,352,288
positive,00000287_co.ppm,416,288,00000287_ir.ppm,416,288
positive,00000287_co.ppm,480,288,00000287_ir.ppm,480,288
positive,00000287_co.ppm,32,352,00000287_ir.ppm,32,352
positive,00000287_co.ppm,96,352,00000287_ir.ppm,96,352
positive,00000287_co.ppm,160,352,00000287_ir.ppm,160,352
positive,00000287_co.ppm,224,352,00000287_ir.ppm,224,352
positive,00000287_co.ppm,288,352,00000287_ir.ppm,288,352
positive,00000287_co.ppm,352,352,00000287_ir.ppm,352,352
positive,00000287_co.ppm,416,352,00000287_ir.ppm,416,352
positive,00000287_co.ppm,480,352,00000287_ir.ppm,480,352
positive,00000287_co.ppm,32,416,00000287_ir.ppm,32,416
positive,00000287_co.ppm,96,416,00000287_ir.ppm,96,416
positive,00000287_co.ppm,160,416,00000287_ir.ppm,160,416
positive,00000287_co.ppm,224,416,00000287_ir.ppm,224,416
positive,00000287_co.ppm,288,416,00000287_ir.ppm,288,416
positive,00000287_co.ppm,352,416,00000287_ir.ppm,352,416
positive,00000287_co.ppm,416,416,00000287_ir.ppm,416,416
positive,00000287_co.ppm,480,416,00000287_ir.ppm,480,416
positive,00000287_co.ppm,32,480,00000287_ir.ppm,32,480
positive,00000287_co.ppm,96,480,00000287_ir.ppm,96,480
positive,00000287_co.ppm,160,480,00000287_ir.ppm,160,480
positive,00000287_co.ppm,224,480,00000287_ir.ppm,224,480
positive,00000287_co.ppm,288,480,00000287_ir.ppm,288,480
positive,00000287_co.ppm,352,480,00000287_ir.ppm,352,480
positive,00000287_co.ppm,416,480,00000287_ir.ppm,416,480
positive,00000287_co.ppm,480,480,00000287_ir.ppm,480,480
negative,00000287_co.ppm,32,32,00000447_ir.ppm,32,352
negative,00000287_co.ppm,96,32,00000372_ir.ppm,416,288
negative,00000287_co.ppm,160,32,00000491_ir.ppm,352,160
negative,00000287_co.ppm,224,32,00000131_ir.ppm,288,416
negative,00000287_co.ppm,288,32,00000201_ir.ppm,160,32
negative,00000287_co.ppm,352,32,00000780_ir.ppm,96,96
negative,00000287_co.ppm,416,32,00000802_ir.ppm,160,224
negative,00000287_co.ppm,480,32,00001009_ir.ppm,352,32
negative,00000287_co.ppm,32,96,00001125_ir.ppm,288,224
negative,00000287_co.ppm,96,96,00000733_ir.ppm,224,96
negative,00000287_co.ppm,160,96,00001110_ir.ppm,288,160
negative,00000287_co.ppm,224,96,00001064_ir.ppm,480,480
negative,00000287_co.ppm,288,96,00000218_ir.ppm,480,224
negative,00000287_co.ppm,352,96,00000688_ir.ppm,160,96
negative,00000287_co.ppm,416,96,00000947_ir.ppm,416,352
negative,00000287_co.ppm,480,96,00001259_ir.ppm,160,32
negative,00000287_co.ppm,32,160,00001127_ir.ppm,160,160
negative,00000287_co.ppm,96,160,00000772_ir.ppm,96,352
negative,00000287_co.ppm,160,160,00000449_ir.ppm,32,224
negative,00000287_co.ppm,224,160,00001022_ir.ppm,96,224
negative,00000287_co.ppm,288,160,00000158_ir.ppm,480,288
negative,00000287_co.ppm,352,160,00000757_ir.ppm,480,96
negative,00000287_co.ppm,416,160,00001072_ir.ppm,288,480
negative,00000287_co.ppm,480,160,00000083_ir.ppm,32,352
negative,00000287_co.ppm,32,224,00000092_ir.ppm,480,96
negative,00000287_co.ppm,96,224,00001095_ir.ppm,416,352
negative,00000287_co.ppm,160,224,00000583_ir.ppm,288,480
negative,00000287_co.ppm,224,224,00000349_ir.ppm,224,160
negative,00000287_co.ppm,288,224,00000143_ir.ppm,288,288
negative,00000287_co.ppm,352,224,00001089_ir.ppm,480,416
negative,00000287_co.ppm,416,224,00001223_ir.ppm,32,96
negative,00000287_co.ppm,480,224,00000480_ir.ppm,288,96
negative,00000287_co.ppm,32,288,00001208_ir.ppm,32,96
negative,00000287_co.ppm,96,288,00000158_ir.ppm,480,160
negative,00000287_co.ppm,160,288,00001224_ir.ppm,352,224
negative,00000287_co.ppm,224,288,00000733_ir.ppm,416,96
negative,00000287_co.ppm,288,288,00001214_ir.ppm,32,288
negative,00000287_co.ppm,352,288,00001231_ir.ppm,416,480
negative,00000287_co.ppm,416,288,00000874_ir.ppm,32,416
negative,00000287_co.ppm,480,288,00000235_ir.ppm,32,96
negative,00000287_co.ppm,32,352,00000460_ir.ppm,160,480
negative,00000287_co.ppm,96,352,00000774_ir.ppm,160,480
negative,00000287_co.ppm,160,352,00001242_ir.ppm,352,160
negative,00000287_co.ppm,224,352,00000326_ir.ppm,352,480
negative,00000287_co.ppm,288,352,00001047_ir.ppm,32,288
negative,00000287_co.ppm,352,352,00000935_ir.ppm,352,96
negative,00000287_co.ppm,416,352,00001201_ir.ppm,96,480
negative,00000287_co.ppm,480,352,00000014_ir.ppm,224,352
negative,00000287_co.ppm,32,416,00000046_ir.ppm,480,96
negative,00000287_co.ppm,96,416,00001092_ir.ppm,224,416
negative,00000287_co.ppm,160,416,00001119_ir.ppm,288,288
negative,00000287_co.ppm,224,416,00000294_ir.ppm,416,416
negative,00000287_co.ppm,288,416,00001218_ir.ppm,416,32
negative,00000287_co.ppm,352,416,00000488_ir.ppm,224,96
negative,00000287_co.ppm,416,416,00000922_ir.ppm,416,288
negative,00000287_co.ppm,480,416,00000431_ir.ppm,32,352
negative,00000287_co.ppm,32,480,00000982_ir.ppm,416,480
negative,00000287_co.ppm,96,480,00000693_ir.ppm,32,224
negative,00000287_co.ppm,160,480,00000510_ir.ppm,32,288
negative,00000287_co.ppm,224,480,00000874_ir.ppm,288,288
negative,00000287_co.ppm,288,480,00001262_ir.ppm,160,416
negative,00000287_co.ppm,352,480,00000505_ir.ppm,96,32
negative,00000287_co.ppm,416,480,00000145_ir.ppm,480,288
negative,00000287_co.ppm,480,480,00000869_ir.ppm,288,160
positive,00000288_co.ppm,32,32,00000288_ir.ppm,32,32
positive,00000288_co.ppm,96,32,00000288_ir.ppm,96,32
positive,00000288_co.ppm,160,32,00000288_ir.ppm,160,32
positive,00000288_co.ppm,224,32,00000288_ir.ppm,224,32
positive,00000288_co.ppm,288,32,00000288_ir.ppm,288,32
positive,00000288_co.ppm,352,32,00000288_ir.ppm,352,32
positive,00000288_co.ppm,416,32,00000288_ir.ppm,416,32
positive,00000288_co.ppm,480,32,00000288_ir.ppm,480,32
positive,00000288_co.ppm,32,96,00000288_ir.ppm,32,96
positive,00000288_co.ppm,96,96,00000288_ir.ppm,96,96
positive,00000288_co.ppm,160,96,00000288_ir.ppm,160,96
positive,00000288_co.ppm,224,96,00000288_ir.ppm,224,96
positive,00000288_co.ppm,288,96,00000288_ir.ppm,288,96
positive,00000288_co.ppm,352,96,00000288_ir.ppm,352,96
positive,00000288_co.ppm,416,96,00000288_ir.ppm,416,96
positive,00000288_co.ppm,480,96,00000288_ir.ppm,480,96
positive,00000288_co.ppm,32,160,00000288_ir.ppm,32,160
positive,00000288_co.ppm,96,160,00000288_ir.ppm,96,160
positive,00000288_co.ppm,160,160,00000288_ir.ppm,160,160
positive,00000288_co.ppm,224,160,00000288_ir.ppm,224,160
positive,00000288_co.ppm,288,160,00000288_ir.ppm,288,160
positive,00000288_co.ppm,352,160,00000288_ir.ppm,352,160
positive,00000288_co.ppm,416,160,00000288_ir.ppm,416,160
positive,00000288_co.ppm,480,160,00000288_ir.ppm,480,160
positive,00000288_co.ppm,32,224,00000288_ir.ppm,32,224
positive,00000288_co.ppm,96,224,00000288_ir.ppm,96,224
positive,00000288_co.ppm,160,224,00000288_ir.ppm,160,224
positive,00000288_co.ppm,224,224,00000288_ir.ppm,224,224
positive,00000288_co.ppm,288,224,00000288_ir.ppm,288,224
positive,00000288_co.ppm,352,224,00000288_ir.ppm,352,224
positive,00000288_co.ppm,416,224,00000288_ir.ppm,416,224
positive,00000288_co.ppm,480,224,00000288_ir.ppm,480,224
positive,00000288_co.ppm,32,288,00000288_ir.ppm,32,288
positive,00000288_co.ppm,96,288,00000288_ir.ppm,96,288
positive,00000288_co.ppm,160,288,00000288_ir.ppm,160,288
positive,00000288_co.ppm,224,288,00000288_ir.ppm,224,288
positive,00000288_co.ppm,288,288,00000288_ir.ppm,288,288
positive,00000288_co.ppm,352,288,00000288_ir.ppm,352,288
positive,00000288_co.ppm,416,288,00000288_ir.ppm,416,288
positive,00000288_co.ppm,480,288,00000288_ir.ppm,480,288
positive,00000288_co.ppm,32,352,00000288_ir.ppm,32,352
positive,00000288_co.ppm,96,352,00000288_ir.ppm,96,352
positive,00000288_co.ppm,160,352,00000288_ir.ppm,160,352
positive,00000288_co.ppm,224,352,00000288_ir.ppm,224,352
positive,00000288_co.ppm,288,352,00000288_ir.ppm,288,352
positive,00000288_co.ppm,352,352,00000288_ir.ppm,352,352
positive,00000288_co.ppm,416,352,00000288_ir.ppm,416,352
positive,00000288_co.ppm,480,352,00000288_ir.ppm,480,352
positive,00000288_co.ppm,32,416,00000288_ir.ppm,32,416
positive,00000288_co.ppm,96,416,00000288_ir.ppm,96,416
positive,00000288_co.ppm,160,416,00000288_ir.ppm,160,416
positive,00000288_co.ppm,224,416,00000288_ir.ppm,224,416
positive,00000288_co.ppm,288,416,00000288_ir.ppm,288,416
positive,00000288_co.ppm,352,416,00000288_ir.ppm,352,416
positive,00000288_co.ppm,416,416,00000288_ir.ppm,416,416
positive,00000288_co.ppm,480,416,00000288_ir.ppm,480,416
positive,00000288_co.ppm,32,480,00000288_ir.ppm,32,480
positive,00000288_co.ppm,96,480,00000288_ir.ppm,96,480
positive,00000288_co.ppm,160,480,00000288_ir.ppm,160,480
positive,00000288_co.ppm,224,480,00000288_ir.ppm,224,480
positive,00000288_co.ppm,288,480,00000288_ir.ppm,288,480
positive,00000288_co.ppm,352,480,00000288_ir.ppm,352,480
positive,00000288_co.ppm,416,480,00000288_ir.ppm,416,480
positive,00000288_co.ppm,480,480,00000288_ir.ppm,480,480
negative,00000288_co.ppm,32,32,00000429_ir.ppm,288,32
negative,00000288_co.ppm,96,32,00000755_ir.ppm,352,416
negative,00000288_co.ppm,160,32,00000989_ir.ppm,288,288
negative,00000288_co.ppm,224,32,00001233_ir.ppm,352,32
negative,00000288_co.ppm,288,32,00000234_ir.ppm,288,160
negative,00000288_co.ppm,352,32,00000537_ir.ppm,224,160
negative,00000288_co.ppm,416,32,00000033_ir.ppm,352,288
negative,00000288_co.ppm,480,32,00001241_ir.ppm,288,416
negative,00000288_co.ppm,32,96,00000854_ir.ppm,224,32
negative,00000288_co.ppm,96,96,00000014_ir.ppm,480,480
negative,00000288_co.ppm,160,96,00000915_ir.ppm,352,416
negative,00000288_co.ppm,224,96,00000416_ir.ppm,160,288
negative,00000288_co.ppm,288,96,00000772_ir.ppm,480,224
negative,00000288_co.ppm,352,96,00000308_ir.ppm,32,416
negative,00000288_co.ppm,416,96,00000116_ir.ppm,224,32
negative,00000288_co.ppm,480,96,00000111_ir.ppm,224,352
negative,00000288_co.ppm,32,160,00000447_ir.ppm,96,480
negative,00000288_co.ppm,96,160,00000603_ir.ppm,416,96
negative,00000288_co.ppm,160,160,00000230_ir.ppm,32,96
negative,00000288_co.ppm,224,160,00000216_ir.ppm,352,160
negative,00000288_co.ppm,288,160,00000511_ir.ppm,480,352
negative,00000288_co.ppm,352,160,00000915_ir.ppm,96,160
negative,00000288_co.ppm,416,160,00000178_ir.ppm,96,416
negative,00000288_co.ppm,480,160,00001127_ir.ppm,416,96
negative,00000288_co.ppm,32,224,00000209_ir.ppm,352,416
negative,00000288_co.ppm,96,224,00000688_ir.ppm,416,480
negative,00000288_co.ppm,160,224,00000308_ir.ppm,96,416
negative,00000288_co.ppm,224,224,00000271_ir.ppm,224,288
negative,00000288_co.ppm,288,224,00000748_ir.ppm,416,416
negative,00000288_co.ppm,352,224,00000075_ir.ppm,480,160
negative,00000288_co.ppm,416,224,00001065_ir.ppm,96,224
negative,00000288_co.ppm,480,224,00000697_ir.ppm,480,288
negative,00000288_co.ppm,32,288,00000287_ir.ppm,480,416
negative,00000288_co.ppm,96,288,00000659_ir.ppm,416,480
negative,00000288_co.ppm,160,288,00000693_ir.ppm,224,32
negative,00000288_co.ppm,224,288,00000201_ir.ppm,480,224
negative,00000288_co.ppm,288,288,00000509_ir.ppm,288,288
negative,00000288_co.ppm,352,288,00001119_ir.ppm,224,352
negative,00000288_co.ppm,416,288,00001210_ir.ppm,32,96
negative,00000288_co.ppm,480,288,00000748_ir.ppm,352,160
negative,00000288_co.ppm,32,352,00000345_ir.ppm,416,288
negative,00000288_co.ppm,96,352,00000935_ir.ppm,480,352
negative,00000288_co.ppm,160,352,00001218_ir.ppm,160,224
negative,00000288_co.ppm,224,352,00000145_ir.ppm,224,32
negative,00000288_co.ppm,288,352,00000547_ir.ppm,352,224
negative,00000288_co.ppm,352,352,00000654_ir.ppm,288,416
negative,00000288_co.ppm,416,352,00000764_ir.ppm,160,96
negative,00000288_co.ppm,480,352,00001081_ir.ppm,352,32
negative,00000288_co.ppm,32,416,00000348_ir.ppm,224,96
negative,00000288_co.ppm,96,416,00000822_ir.ppm,96,288
negative,00000288_co.ppm,160,416,00000346_ir.ppm,32,32
negative,00000288_co.ppm,224,416,00000052_ir.ppm,480,160
negative,00000288_co.ppm,288,416,00000271_ir.ppm,352,224
negative,00000288_co.ppm,352,416,00001201_ir.ppm,160,96
negative,00000288_co.ppm,416,416,00000103_ir.ppm,416,480
negative,00000288_co.ppm,480,416,00000509_ir.ppm,96,224
negative,00000288_co.ppm,32,480,00000119_ir.ppm,32,96
negative,00000288_co.ppm,96,480,00001242_ir.ppm,288,224
negative,00000288_co.ppm,160,480,00000165_ir.ppm,288,288
negative,00000288_co.ppm,224,480,00000431_ir.ppm,416,288
negative,00000288_co.ppm,288,480,00001223_ir.ppm,416,480
negative,00000288_co.ppm,352,480,00001011_ir.ppm,160,160
negative,00000288_co.ppm,416,480,00000583_ir.ppm,352,160
negative,00000288_co.ppm,480,480,00000098_ir.ppm,352,224
positive,00000292_co.ppm,32,32,00000292_ir.ppm,32,32
positive,00000292_co.ppm,96,32,00000292_ir.ppm,96,32
positive,00000292_co.ppm,160,32,00000292_ir.ppm,160,32
positive,00000292_co.ppm,224,32,00000292_ir.ppm,224,32
positive,00000292_co.ppm,288,32,00000292_ir.ppm,288,32
positive,00000292_co.ppm,352,32,00000292_ir.ppm,352,32
positive,00000292_co.ppm,416,32,00000292_ir.ppm,416,32
positive,00000292_co.ppm,480,32,00000292_ir.ppm,480,32
positive,00000292_co.ppm,32,96,00000292_ir.ppm,32,96
positive,00000292_co.ppm,96,96,00000292_ir.ppm,96,96
positive,00000292_co.ppm,160,96,00000292_ir.ppm,160,96
positive,00000292_co.ppm,224,96,00000292_ir.ppm,224,96
positive,00000292_co.ppm,288,96,00000292_ir.ppm,288,96
positive,00000292_co.ppm,352,96,00000292_ir.ppm,352,96
positive,00000292_co.ppm,416,96,00000292_ir.ppm,416,96
positive,00000292_co.ppm,480,96,00000292_ir.ppm,480,96
positive,00000292_co.ppm,32,160,00000292_ir.ppm,32,160
positive,00000292_co.ppm,96,160,00000292_ir.ppm,96,160
positive,00000292_co.ppm,160,160,00000292_ir.ppm,160,160
positive,00000292_co.ppm,224,160,00000292_ir.ppm,224,160
positive,00000292_co.ppm,288,160,00000292_ir.ppm,288,160
positive,00000292_co.ppm,352,160,00000292_ir.ppm,352,160
positive,00000292_co.ppm,416,160,00000292_ir.ppm,416,160
positive,00000292_co.ppm,480,160,00000292_ir.ppm,480,160
positive,00000292_co.ppm,32,224,00000292_ir.ppm,32,224
positive,00000292_co.ppm,96,224,00000292_ir.ppm,96,224
positive,00000292_co.ppm,160,224,00000292_ir.ppm,160,224
positive,00000292_co.ppm,224,224,00000292_ir.ppm,224,224
positive,00000292_co.ppm,288,224,00000292_ir.ppm,288,224
positive,00000292_co.ppm,352,224,00000292_ir.ppm,352,224
positive,00000292_co.ppm,416,224,00000292_ir.ppm,416,224
positive,00000292_co.ppm,480,224,00000292_ir.ppm,480,224
positive,00000292_co.ppm,32,288,00000292_ir.ppm,32,288
positive,00000292_co.ppm,96,288,00000292_ir.ppm,96,288
positive,00000292_co.ppm,160,288,00000292_ir.ppm,160,288
positive,00000292_co.ppm,224,288,00000292_ir.ppm,224,288
positive,00000292_co.ppm,288,288,00000292_ir.ppm,288,288
positive,00000292_co.ppm,352,288,00000292_ir.ppm,352,288
positive,00000292_co.ppm,416,288,00000292_ir.ppm,416,288
positive,00000292_co.ppm,480,288,00000292_ir.ppm,480,288
positive,00000292_co.ppm,32,352,00000292_ir.ppm,32,352
positive,00000292_co.ppm,96,352,00000292_ir.ppm,96,352
positive,00000292_co.ppm,160,352,00000292_ir.ppm,160,352
positive,00000292_co.ppm,224,352,00000292_ir.ppm,224,352
positive,00000292_co.ppm,288,352,00000292_ir.ppm,288,352
positive,00000292_co.ppm,352,352,00000292_ir.ppm,352,352
positive,00000292_co.ppm,416,352,00000292_ir.ppm,416,352
positive,00000292_co.ppm,480,352,00000292_ir.ppm,480,352
positive,00000292_co.ppm,32,416,00000292_ir.ppm,32,416
positive,00000292_co.ppm,96,416,00000292_ir.ppm,96,416
positive,00000292_co.ppm,160,416,00000292_ir.ppm,160,416
positive,00000292_co.ppm,224,416,00000292_ir.ppm,224,416
positive,00000292_co.ppm,288,416,00000292_ir.ppm,288,416
positive,00000292_co.ppm,352,416,00000292_ir.ppm,352,416
positive,00000292_co.ppm,416,416,00000292_ir.ppm,416,416
positive,00000292_co.ppm,480,416,00000292_ir.ppm,480,416
positive,00000292_co.ppm,32,480,00000292_ir.ppm,32,480
positive,00000292_co.ppm,96,480,00000292_ir.ppm,96,480
positive,00000292_co.ppm,160,480,00000292_ir.ppm,160,480
positive,00000292_co.ppm,224,480,00000292_ir.ppm,224,480
positive,00000292_co.ppm,288,480,00000292_ir.ppm,288,480
positive,00000292_co.ppm,352,480,00000292_ir.ppm,352,480
positive,00000292_co.ppm,416,480,00000292_ir.ppm,416,480
positive,00000292_co.ppm,480,480,00000292_ir.ppm,480,480
negative,00000292_co.ppm,32,32,00001016_ir.ppm,224,224
negative,00000292_co.ppm,96,32,00000748_ir.ppm,96,288
negative,00000292_co.ppm,160,32,00000092_ir.ppm,96,32
negative,00000292_co.ppm,224,32,00000216_ir.ppm,160,480
negative,00000292_co.ppm,288,32,00000165_ir.ppm,32,96
negative,00000292_co.ppm,352,32,00000178_ir.ppm,96,352
negative,00000292_co.ppm,416,32,00000368_ir.ppm,32,288
negative,00000292_co.ppm,480,32,00000287_ir.ppm,96,32
negative,00000292_co.ppm,32,96,00000875_ir.ppm,224,32
negative,00000292_co.ppm,96,96,00000075_ir.ppm,224,416
negative,00000292_co.ppm,160,96,00000202_ir.ppm,96,480
negative,00000292_co.ppm,224,96,00000206_ir.ppm,224,32
negative,00000292_co.ppm,288,96,00001270_ir.ppm,480,32
negative,00000292_co.ppm,352,96,00000405_ir.ppm,352,288
negative,00000292_co.ppm,416,96,00000350_ir.ppm,32,32
negative,00000292_co.ppm,480,96,00000258_ir.ppm,160,224
negative,00000292_co.ppm,32,160,00000992_ir.ppm,96,288
negative,00000292_co.ppm,96,160,00000236_ir.ppm,352,416
negative,00000292_co.ppm,160,160,00000022_ir.ppm,352,160
negative,00000292_co.ppm,224,160,00001241_ir.ppm,32,224
negative,00000292_co.ppm,288,160,00001253_ir.ppm,288,416
negative,00000292_co.ppm,352,160,00000431_ir.ppm,160,96
negative,00000292_co.ppm,416,160,00000564_ir.ppm,224,352
negative,00000292_co.ppm,480,160,00001044_ir.ppm,288,416
negative,00000292_co.ppm,32,224,00000292_ir.ppm,480,224
negative,00000292_co.ppm,96,224,00000874_ir.ppm,480,160
negative,00000292_co.ppm,160,224,00000166_ir.ppm,480,96
negative,00000292_co.ppm,224,224,00001159_ir.ppm,160,96
negative,00000292_co.ppm,288,224,00000596_ir.ppm,160,32
negative,00000292_co.ppm,352,224,00001255_ir.ppm,224,224
negative,00000292_co.ppm,416,224,00000346_ir.ppm,416,96
negative,00000292_co.ppm,480,224,00000326_ir.ppm,32,32
negative,00000292_co.ppm,32,288,00000488_ir.ppm,480,96
negative,00000292_co.ppm,96,288,00000888_ir.ppm,224,160
negative,00000292_co.ppm,160,288,00000603_ir.ppm,224,224
negative,00000292_co.ppm,224,288,00000103_ir.ppm,480,96
negative,00000292_co.ppm,288,288,00001089_ir.ppm,32,32
negative,00000292_co.ppm,352,288,00000587_ir.ppm,416,480
negative,00000292_co.ppm,416,288,00000693_ir.ppm,224,224
negative,00000292_co.ppm,480,288,00000587_ir.ppm,288,416
negative,00000292_co.ppm,32,352,00000583_ir.ppm,32,416
negative,00000292_co.ppm,96,352,00000512_ir.ppm,480,96
negative,00000292_co.ppm,160,352,00000416_ir.ppm,480,288
negative,00000292_co.ppm,224,352,00001216_ir.ppm,96,224
negative,00000292_co.ppm,288,352,00000862_ir.ppm,352,96
negative,00000292_co.ppm,352,352,00001161_ir.ppm,96,160
negative,00000292_co.ppm,416,352,00001255_ir.ppm,32,416
negative,00000292_co.ppm,480,352,00000209_ir.ppm,288,96
negative,00000292_co.ppm,32,416,00000875_ir.ppm,288,224
negative,00000292_co.ppm,96,416,00000535_ir.ppm,352,480
negative,00000292_co.ppm,160,416,00000884_ir.ppm,288,160
negative,00000292_co.ppm,224,416,00001047_ir.ppm,96,480
negative,00000292_co.ppm,288,416,00000538_ir.ppm,224,160
negative,00000292_co.ppm,352,416,00000578_ir.ppm,416,352
negative,00000292_co.ppm,416,416,00000956_ir.ppm,224,352
negative,00000292_co.ppm,480,416,00000697_ir.ppm,352,224
negative,00000292_co.ppm,32,480,00000268_ir.ppm,32,352
negative,00000292_co.ppm,96,480,00000488_ir.ppm,32,32
negative,00000292_co.ppm,160,480,00000046_ir.ppm,416,224
negative,00000292_co.ppm,224,480,00001242_ir.ppm,288,96
negative,00000292_co.ppm,288,480,00000755_ir.ppm,224,160
negative,00000292_co.ppm,352,480,00000271_ir.ppm,416,352
negative,00000292_co.ppm,416,480,00000326_ir.ppm,480,32
negative,00000292_co.ppm,480,480,00001055_ir.ppm,416,352
positive,00000294_co.ppm,32,32,00000294_ir.ppm,32,32
positive,00000294_co.ppm,96,32,00000294_ir.ppm,96,32
positive,00000294_co.ppm,160,32,00000294_ir.ppm,160,32
positive,00000294_co.ppm,224,32,00000294_ir.ppm,224,32
positive,00000294_co.ppm,288,32,00000294_ir.ppm,288,32
positive,00000294_co.ppm,352,32,00000294_ir.ppm,352,32
positive,00000294_co.ppm,416,32,00000294_ir.ppm,416,32
positive,00000294_co.ppm,480,32,00000294_ir.ppm,480,32
positive,00000294_co.ppm,32,96,00000294_ir.ppm,32,96
positive,00000294_co.ppm,96,96,00000294_ir.ppm,96,96
